rank,Unnamed: 0,restaurant,Price,Rating,Dishes,review-1,review-1.1,review-2,review-2.1,review-3,review-3.1,review-4,review-4.1,review-5,reviews-5,review_count,review-1_sentiment,review-2_sentiment,review-3_sentiment,review-4_sentiment,review-5_sentiment,overall_sentiment,rating_norm,sent_norm,volume_boost,rec_score,Dishes_tokens,Dishes_tokens_str,Cuisines_tokens,Dishes_specific_tokens,Cuisines_tokens_str,Dishes_specific_tokens_str
130,167,Barbeque Nation,2100,4.3,"North Indian, BBQ, Biryani, Kebab, Continental, Chinese, Beverages, Desserts

₹2,100 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['north indian', 'bbq', 'biryani', 'kebab', 'continental', 'chinese', 'beverages']",north indian; bbq; biryani; kebab; continental; chinese; beverages,"['north indian', 'biryani', 'continental', 'chinese', 'beverages']","['bbq', 'kebab']",north indian; biryani; continental; chinese; beverages,bbq; kebab
131,168,Spring Onion,1000,4.3,"Chinese, Asian, Japanese, Seafood, Cantonese, Fast Food, Beverages

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['chinese', 'asian', 'japanese', 'seafood', 'cantonese', 'fast food']",chinese; asian; japanese; seafood; cantonese; fast food,"['chinese', 'asian', 'seafood', 'fast food']","['japanese', 'cantonese']",chinese; asian; seafood; fast food,japanese; cantonese
132,169,Bailamos Alfresco & Dance,2000,4.3,"Italian, Bar Food, North Indian, Chinese, Japanese, Biryani, Fast Food, Desserts

₹2,000 for two",,,,,,,,,,,0,,,,,,,0.86,0.5,0.0,0.519,"['italian', 'bar food', 'north indian', 'chinese', 'japanese', 'biryani', 'fast food']",italian; bar food; north indian; chinese; japanese; biryani; fast food,"['italian', 'bar food', 'north indian', 'chinese', 'biryani', 'fast food']",['japanese'],italian; bar food; north indian; chinese; biryani; fast food,japanese
133,170,Terrace By Bailamos,3000,4.2,"Asian

₹3,000 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,[],,[],[],,
134,171,Le Parc,1200,4.2,"North Indian, Continental, Italian, Oriental, Chinese, Salad, Kebab, Desserts

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,"['north indian', 'continental', 'italian', 'oriental', 'chinese', 'salad', 'kebab']",north indian; continental; italian; oriental; chinese; salad; kebab,"['north indian', 'continental', 'italian', 'oriental', 'chinese']","['salad', 'kebab']",north indian; continental; italian; oriental; chinese,salad; kebab
135,172,24K Kraft Brewzz,2500,4.2,"North Indian, Chinese, Mughlai, Pizza, Italian, Seafood, Beverages, Desserts

₹2,500 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,"['north indian', 'chinese', 'mughlai', 'pizza', 'italian', 'seafood', 'beverages']",north indian; chinese; mughlai; pizza; italian; seafood; beverages,"['north indian', 'chinese', 'mughlai', 'pizza', 'italian', 'seafood', 'beverages']",[],north indian; chinese; mughlai; pizza; italian; seafood; beverages,
136,173,Tetto Manhattan,1000,4.2,"Bar Food, Beverages

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,['bar food'],bar food,['bar food'],[],bar food,
137,174,Ora Skybar & Kitchen,1800,4.2,"North Indian, BBQ, Chinese, Continental, Asian, Pizza, Beverages

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,"['north indian', 'bbq', 'chinese', 'continental', 'asian', 'pizza']",north indian; bbq; chinese; continental; asian; pizza,"['north indian', 'chinese', 'continental', 'asian', 'pizza']",['bbq'],north indian; chinese; continental; asian; pizza,bbq
138,175,The Irish House,2500,4.2,"Continental, Mediterranean

₹2,500 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,['continental'],continental,['continental'],[],continental,
139,176,5ive The Skybar By Radisson,3000,4.2,"North Indian, Chinese, Biryani, Tex-Mex, Spanish, Mexican, Pizza, Desserts

₹3,000 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,"['north indian', 'chinese', 'biryani', 'tex-mex', 'spanish', 'mexican', 'pizza']",north indian; chinese; biryani; tex-mex; spanish; mexican; pizza,"['north indian', 'chinese', 'biryani', 'pizza']","['tex-mex', 'spanish', 'mexican']",north indian; chinese; biryani; pizza,tex-mex; spanish; mexican
140,177,Bird Valley,1800,4.2,"North Indian, Chinese, Continental, Mughlai, Kebab, Biryani, Desserts, Beverages

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,"['north indian', 'chinese', 'continental', 'mughlai', 'kebab', 'biryani', 'desserts']",north indian; chinese; continental; mughlai; kebab; biryani; desserts,"['north indian', 'chinese', 'continental', 'mughlai', 'biryani', 'desserts']",['kebab'],north indian; chinese; continental; mughlai; biryani; desserts,kebab
141,178,Urbo,2000,4.2,"North Indian, Mughlai, Asian, Pizza, Italian, Chinese, Biryani, Desserts

₹2,000 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,"['north indian', 'mughlai', 'asian', 'pizza', 'italian', 'chinese', 'biryani']",north indian; mughlai; asian; pizza; italian; chinese; biryani,"['north indian', 'mughlai', 'asian', 'pizza', 'italian', 'chinese', 'biryani']",[],north indian; mughlai; asian; pizza; italian; chinese; biryani,
142,179,Bahiram Thali,550,4.2,"Maharashtrian, Seafood, Saoji

₹550 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,"['maharashtrian', 'seafood']",maharashtrian; seafood,"['maharashtrian', 'seafood']",[],maharashtrian; seafood,
143,180,Aroma's Hyderabad House,1300,4.2,"Biryani, Kebab, North Indian, Mughlai, Seafood, Chinese, Beverages

₹1,300 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,"['biryani', 'kebab', 'north indian', 'mughlai', 'seafood', 'chinese']",biryani; kebab; north indian; mughlai; seafood; chinese,"['biryani', 'north indian', 'mughlai', 'seafood', 'chinese']",['kebab'],biryani; north indian; mughlai; seafood; chinese,kebab
144,181,Cream Stone Ice Cream,400,4.2,"Ice Cream, Desserts, Beverages, Shake

₹400 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,"['ice cream', 'desserts', 'beverages']",ice cream; desserts; beverages,"['desserts', 'beverages']",['ice cream'],desserts; beverages,ice cream
145,182,Gung The Palace,3500,4.2,"Korean

₹3,500 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,[],,[],[],,
146,183,Hotel Rassa Kitchen And Bar,1000,4.2,"Maharashtrian, North Indian, Mughlai, Seafood, Chinese, Kebab, Biryani, Desserts

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,"['maharashtrian', 'north indian', 'mughlai', 'seafood', 'chinese', 'kebab', 'biryani']",maharashtrian; north indian; mughlai; seafood; chinese; kebab; biryani,"['maharashtrian', 'north indian', 'mughlai', 'seafood', 'chinese', 'biryani']",['kebab'],maharashtrian; north indian; mughlai; seafood; chinese; biryani,kebab
147,184,Ambrosios,350,4.2,"North Indian

₹350 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,[],,[],[],,
148,185,Lord Petrick Burger & Coffee,550,4.2,"Burger, Wraps, Fast Food, Desserts, Beverages, Cafe, Coffee

₹550 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,"['burger', 'wraps', 'fast food', 'desserts', 'beverages', 'cafe']",burger; wraps; fast food; desserts; beverages; cafe,"['burger', 'fast food', 'desserts', 'beverages', 'cafe']",['wraps'],burger; fast food; desserts; beverages; cafe,wraps
149,186,Pakwan Food Tradition,950,4.2,"North Indian, Rajasthani, Chinese, Sichuan

₹1,300 for two",,,,,,,,,,,0,,,,,,,0.84,0.5,0.0,0.511,"['north indian', 'rajasthani', 'chinese']",north indian; rajasthani; chinese,"['north indian', 'chinese']",['rajasthani'],north indian; chinese,rajasthani
150,187,HYDE - Kitchen & Bar,1800,4.1,"North Indian, Chinese, Mughlai, Pasta, Fast Food, Continental, Sichuan, Desserts

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.82,0.5,0.0,0.503,"['north indian', 'chinese', 'mughlai', 'pasta', 'fast food', 'continental', 'sichuan']",north indian; chinese; mughlai; pasta; fast food; continental; sichuan,"['north indian', 'chinese', 'mughlai', 'fast food', 'continental']","['pasta', 'sichuan']",north indian; chinese; mughlai; fast food; continental,pasta; sichuan
151,188,BOB And Brews,1200,4.1,"Finger Food, North Indian, Seafood, Chinese

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.82,0.5,0.0,0.503,"['finger food', 'north indian', 'seafood']",finger food; north indian; seafood,"['north indian', 'seafood']",['finger food'],north indian; seafood,finger food
152,189,Spice Tawa Family Restaurant,1800,4.1,"North Indian, Goan, Chinese, Pasta, Seafood, Biryani, Fast Food, Desserts

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.82,0.5,0.0,0.503,"['north indian', 'goan', 'chinese', 'pasta', 'seafood', 'biryani', 'fast food']",north indian; goan; chinese; pasta; seafood; biryani; fast food,"['north indian', 'chinese', 'seafood', 'biryani', 'fast food']","['goan', 'pasta']",north indian; chinese; seafood; biryani; fast food,goan; pasta
153,190,The Secret Garden,1000,4.1,"Italian, Korean

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.82,0.5,0.0,0.503,['italian'],italian,['italian'],[],italian,
154,191,Indian Thali House,500,4.1,"North Indian, Chinese, Beverages, Sichuan

₹500 for two",,,,,,,,,,,0,,,,,,,0.82,0.5,0.0,0.503,"['north indian', 'chinese', 'beverages']",north indian; chinese; beverages,"['north indian', 'chinese', 'beverages']",[],north indian; chinese; beverages,
155,192,Sanket Inn Family Resto & Bar,1300,4.1,"Maharashtrian, North Indian, Kebab, Mughlai, Biryani, Chinese, Ice Cream, Beverages

₹1,300 for two",,,,,,,,,,,0,,,,,,,0.82,0.5,0.0,0.503,"['maharashtrian', 'north indian', 'kebab', 'mughlai', 'biryani', 'chinese', 'ice cream']",maharashtrian; north indian; kebab; mughlai; biryani; chinese; ice cream,"['maharashtrian', 'north indian', 'mughlai', 'biryani', 'chinese']","['kebab', 'ice cream']",maharashtrian; north indian; mughlai; biryani; chinese,kebab; ice cream
156,193,Flavours Of Andhra,1000,4.0,"North Indian, Biryani, Andhra, Seafood, Mughlai, Desserts

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0.0,0.495,"['north indian', 'biryani', 'andhra', 'seafood', 'mughlai']",north indian; biryani; andhra; seafood; mughlai,"['north indian', 'biryani', 'seafood', 'mughlai']",['andhra'],north indian; biryani; seafood; mughlai,andhra
157,194,Tim Hortons,600,4.0,"Coffee, Cafe, Beverages, Desserts, Sandwich, Fast Food

₹600 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0.0,0.495,"['coffee', 'cafe', 'beverages', 'desserts', 'sandwich']",coffee; cafe; beverages; desserts; sandwich,"['coffee', 'cafe', 'beverages', 'desserts']",['sandwich'],coffee; cafe; beverages; desserts,sandwich
158,195,Global Punjab,1100,4.0,"North Indian, Mughlai, Kebab, Seafood, Biryani, Chinese, Desserts, Beverages

₹1,100 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0.0,0.495,"['north indian', 'mughlai', 'kebab', 'seafood', 'biryani', 'chinese', 'desserts']",north indian; mughlai; kebab; seafood; biryani; chinese; desserts,"['north indian', 'mughlai', 'seafood', 'biryani', 'chinese', 'desserts']",['kebab'],north indian; mughlai; seafood; biryani; chinese; desserts,kebab
159,196,Shree Krishna Veg Court,1200,4.0,"North Indian, South Indian, Maharashtrian, Chinese, Desserts, Beverages

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0.0,0.495,"['north indian', 'south indian', 'maharashtrian', 'chinese', 'desserts']",north indian; south indian; maharashtrian; chinese; desserts,"['north indian', 'south indian', 'maharashtrian', 'chinese', 'desserts']",[],north indian; south indian; maharashtrian; chinese; desserts,
160,197,Namah - Hotel Ambience Excellency,1400,4.0,"North Indian, Chinese, Continental, South Indian, Shake, Beverages

₹1,400 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0.0,0.495,"['north indian', 'chinese', 'continental', 'south indian', 'shake']",north indian; chinese; continental; south indian; shake,"['north indian', 'chinese', 'continental', 'south indian']",['shake'],north indian; chinese; continental; south indian,shake
161,198,The Chinese Wok,300,4.0,"Chinese, Asian, Oriental, Seafood, Sichuan

₹300 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0.0,0.495,"['chinese', 'asian', 'oriental', 'seafood']",chinese; asian; oriental; seafood,"['chinese', 'asian', 'oriental', 'seafood']",[],chinese; asian; oriental; seafood,
162,199,Crafted By Hilton Garden Inn,3600,4.0,"Bar Food, Continental, Italian, Modern Indian, Asian

₹3,600 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0.0,0.495,"['bar food', 'continental', 'italian', 'modern indian']",bar food; continental; italian; modern indian,"['bar food', 'continental', 'italian']",['modern indian'],bar food; continental; italian,modern indian
163,200,Mezza 9,2000,4.0,"North Indian, Biryani, Asian, Continental, Mexican, Oriental, Seafood, Desserts

₹2,000 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0.0,0.495,"['north indian', 'biryani', 'asian', 'continental', 'mexican', 'oriental', 'seafood']",north indian; biryani; asian; continental; mexican; oriental; seafood,"['north indian', 'biryani', 'asian', 'continental', 'oriental', 'seafood']",['mexican'],north indian; biryani; asian; continental; oriental; seafood,mexican
164,201,KGN Xprs,400,4.0,"Biryani, Chinese, North Indian

₹400 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0.0,0.495,"['biryani', 'chinese']",biryani; chinese,"['biryani', 'chinese']",[],biryani; chinese,
165,202,Singh Saab The Paratha House,500,4.0,"North Indian, Chinese, Street Food, Beverages

₹500 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0.0,0.495,"['north indian', 'chinese', 'street food']",north indian; chinese; street food,"['north indian', 'chinese']",['street food'],north indian; chinese,street food
166,203,Cocktail Club,1700,4.0,"North Indian, Italian, Salad

₹1,700 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0.0,0.495,"['north indian', 'italian']",north indian; italian,"['north indian', 'italian']",[],north indian; italian,
167,204,Spice It - ibis Pune Hinjewadi,2250,4.0,"North Indian, Chinese, Healthy Food, Continental, Fast Food, Bar Food, Beverages

₹2,250 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0.0,0.495,"['north indian', 'chinese', 'healthy food', 'continental', 'fast food', 'bar food']",north indian; chinese; healthy food; continental; fast food; bar food,"['north indian', 'chinese', 'continental', 'fast food', 'bar food']",['healthy food'],north indian; chinese; continental; fast food; bar food,healthy food
168,205,Coffee To Cocktails Bar - Hyatt Place,3000,4.0,"North Indian, Fast Food, Healthy Food, Oriental

₹3,000 for two",,,,,,,,,,,0,,,,,,,0.8,0.5,0.0,0.495,"['north indian', 'fast food', 'healthy food']",north indian; fast food; healthy food,"['north indian', 'fast food']",['healthy food'],north indian; fast food,healthy food
169,206,The Gazebo World Of Veg,800,3.9,"North Indian, Continental, Mexican, Thai, Oriental, Italian, Desserts, Beverages

₹800 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0.0,0.487,"['north indian', 'continental', 'mexican', 'thai', 'oriental', 'italian', 'desserts']",north indian; continental; mexican; thai; oriental; italian; desserts,"['north indian', 'continental', 'oriental', 'italian', 'desserts']","['mexican', 'thai']",north indian; continental; oriental; italian; desserts,mexican; thai
170,207,Club C Dock,3000,3.9,"Continental, North Indian, Bar Food

₹3,000 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0.0,0.487,"['continental', 'north indian']",continental; north indian,"['continental', 'north indian']",[],continental; north indian,
171,208,The Curry Club,1200,3.9,"North Indian, Maharashtrian, South Indian

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0.0,0.487,"['north indian', 'maharashtrian']",north indian; maharashtrian,"['north indian', 'maharashtrian']",[],north indian; maharashtrian,
172,209,Manbhavan Premium Thali Restaurant,500,3.9,"North Indian

₹500 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0.0,0.487,[],,[],[],,
173,210,Sahara Resto & Bar,1800,3.9,"Kebab, Chinese, Seafood, North Indian, Mughlai, Fast Food, Biryani, Desserts

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0.0,0.487,"['kebab', 'chinese', 'seafood', 'north indian', 'mughlai', 'fast food', 'biryani']",kebab; chinese; seafood; north indian; mughlai; fast food; biryani,"['chinese', 'seafood', 'north indian', 'mughlai', 'fast food', 'biryani']",['kebab'],chinese; seafood; north indian; mughlai; fast food; biryani,kebab
174,211,The Burgs,400,3.9,"Burger, Fast Food

₹400 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0.0,0.487,['burger'],burger,['burger'],[],burger,
175,212,Cafe Skywalkers,600,3.9,"Fast Food, Wraps, Burger, Pizza, Pasta, Street Food, Beverages

₹600 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0.0,0.487,"['fast food', 'wraps', 'burger', 'pizza', 'pasta', 'street food']",fast food; wraps; burger; pizza; pasta; street food,"['fast food', 'burger', 'pizza']","['wraps', 'pasta', 'street food']",fast food; burger; pizza,wraps; pasta; street food
176,213,Baithack - Taste Of Kulhad,300,3.9,"Tea, Coffee, Pizza, Sandwich, Fast Food, Street Food, Shake, Beverages

₹300 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0.0,0.487,"['tea', 'coffee', 'pizza', 'sandwich', 'fast food', 'street food', 'shake']",tea; coffee; pizza; sandwich; fast food; street food; shake,"['coffee', 'pizza', 'fast food']","['tea', 'sandwich', 'street food', 'shake']",coffee; pizza; fast food,tea; sandwich; street food; shake
177,214,Chalu Aapna Desi Chinese,550,3.9,"Maharashtrian, Chinese, Momos, Beverages

₹550 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0.0,0.487,"['maharashtrian', 'chinese', 'momos']",maharashtrian; chinese; momos,"['maharashtrian', 'chinese']",['momos'],maharashtrian; chinese,momos
178,215,Dinero Fine Dine,2000,3.9,"Modern Indian

₹2,000 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0.0,0.487,[],,[],[],,
179,216,Delhi Chaap Express,300,3.9,"North Indian, Momos, Rolls

₹300 for two",,,,,,,,,,,0,,,,,,,0.78,0.5,0.0,0.487,"['north indian', 'momos']",north indian; momos,['north indian'],['momos'],north indian,momos
180,217,Varhadi Thaat Family Restaurant,300,3.8,"Maharashtrian, Saoji, North Indian

₹300 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0.0,0.479,"['maharashtrian', 'saoji']",maharashtrian; saoji,['maharashtrian'],['saoji'],maharashtrian,saoji
181,218,Karolbaug The Dhaba,850,3.8,"Chinese, North Indian, Kebab, Mughlai, Seafood, Ice Cream, Desserts, Beverages

₹850 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0.0,0.479,"['chinese', 'north indian', 'kebab', 'mughlai', 'seafood', 'ice cream', 'desserts']",chinese; north indian; kebab; mughlai; seafood; ice cream; desserts,"['chinese', 'north indian', 'mughlai', 'seafood', 'desserts']","['kebab', 'ice cream']",chinese; north indian; mughlai; seafood; desserts,kebab; ice cream
182,219,Grand Royal Imperio,1200,3.8,"North Indian, Fast Food, Chinese

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0.0,0.479,"['north indian', 'fast food']",north indian; fast food,"['north indian', 'fast food']",[],north indian; fast food,
183,220,Yummy In Tummy,200,3.8,"North Indian, Nepalese, Momos, Fast Food, Beverages

₹200 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0.0,0.479,"['north indian', 'nepalese', 'momos', 'fast food']",north indian; nepalese; momos; fast food,"['north indian', 'fast food']","['nepalese', 'momos']",north indian; fast food,nepalese; momos
184,221,The Regent Veg Restaurant,1200,3.8,"North Indian, Chinese, Street Food, Fast Food, Biryani, Desserts, Beverages

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0.0,0.479,"['north indian', 'chinese', 'street food', 'fast food', 'biryani', 'desserts']",north indian; chinese; street food; fast food; biryani; desserts,"['north indian', 'chinese', 'fast food', 'biryani', 'desserts']",['street food'],north indian; chinese; fast food; biryani; desserts,street food
185,222,Cafe Durga,300,3.8,"North Indian, South Indian, Chinese, Pizza, Sandwich, Fast Food, Street Food, Beverages

₹300 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0.0,0.479,"['north indian', 'south indian', 'chinese', 'pizza', 'sandwich', 'fast food', 'street food']",north indian; south indian; chinese; pizza; sandwich; fast food; street food,"['north indian', 'south indian', 'chinese', 'pizza', 'fast food']","['sandwich', 'street food']",north indian; south indian; chinese; pizza; fast food,sandwich; street food
186,223,Fiesta By Barbeque Nation,1500,3.8,"North Indian, Salad, Continental, Oriental

₹1,500 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0.0,0.479,"['north indian', 'salad', 'continental']",north indian; salad; continental,"['north indian', 'continental']",['salad'],north indian; continental,salad
187,224,The Chimbori Seafood Kitchen,200,3.8,"Seafood, North Indian, Biryani, Mughlai, Chinese, Asian

₹2,000 for two",,,,,,,,,,,0,,,,,,,0.76,0.5,0.0,0.479,"['seafood', 'north indian', 'biryani', 'mughlai', 'chinese']",seafood; north indian; biryani; mughlai; chinese,"['seafood', 'north indian', 'biryani', 'mughlai', 'chinese']",[],seafood; north indian; biryani; mughlai; chinese,
188,225,Intactu Lounge,1000,3.7,"North Indian, Continental, European

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.74,0.5,0.0,0.471,"['north indian', 'continental']",north indian; continental,"['north indian', 'continental']",[],north indian; continental,
189,226,Amora Skyline Lounge & Kitchen,1000,3.7,"North Indian, Chinese, Bar Food, Oriental

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.74,0.5,0.0,0.471,"['north indian', 'chinese', 'bar food']",north indian; chinese; bar food,"['north indian', 'chinese', 'bar food']",[],north indian; chinese; bar food,
190,227,Hotel Kanji Family Restaurant And Bar,1000,3.7,"North Indian, Chinese, Fast Food

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.74,0.5,0.0,0.471,"['north indian', 'chinese']",north indian; chinese,"['north indian', 'chinese']",[],north indian; chinese,
191,228,Arnav Pure Veg,400,3.7,"North Indian, Chinese

₹400 for two",,,,,,,,,,,0,,,,,,,0.74,0.5,0.0,0.471,['north indian'],north indian,['north indian'],[],north indian,
192,229,Chopsticks,1000,3.7,"Chinese

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.74,0.5,0.0,0.471,[],,[],[],,
193,230,Street Foods By Punjab Grill,800,3.7,"North Indian

₹800 for two",,,,,,,,,,,0,,,,,,,0.74,0.5,0.0,0.471,[],,[],[],,
194,231,Tony Dhaba NXT,1200,3.6,"North Indian, Mughlai, Biryani, Chinese, Seafood, Kebab

₹1,200 for two",,,,,,,,,,,0,,,,,,,0.72,0.5,0.0,0.463,"['north indian', 'mughlai', 'biryani', 'chinese', 'seafood']",north indian; mughlai; biryani; chinese; seafood,"['north indian', 'mughlai', 'biryani', 'chinese', 'seafood']",[],north indian; mughlai; biryani; chinese; seafood,
195,232,Apna Adda,1300,3.6,"Sandwich, Chinese, North Indian, Maharashtrian, Seafood, Street Food, Biryani

₹1,300 for two",,,,,,,,,,,0,,,,,,,0.72,0.5,0.0,0.463,"['sandwich', 'chinese', 'north indian', 'maharashtrian', 'seafood', 'street food']",sandwich; chinese; north indian; maharashtrian; seafood; street food,"['chinese', 'north indian', 'maharashtrian', 'seafood']","['sandwich', 'street food']",chinese; north indian; maharashtrian; seafood,sandwich; street food
196,233,Falahaar,200,3.6,"Maharashtrian

₹200 for two",,,,,,,,,,,0,,,,,,,0.72,0.5,0.0,0.463,[],,[],[],,
197,234,Café Zero Point,1000,3.6,"Fast Food, North Indian, Continental, Chinese, Italian, Sandwich, Burger, Beverages

₹1,000 for two",,,,,,,,,,,0,,,,,,,0.72,0.5,0.0,0.463,"['fast food', 'north indian', 'continental', 'chinese', 'italian', 'sandwich', 'burger']",fast food; north indian; continental; chinese; italian; sandwich; burger,"['fast food', 'north indian', 'continental', 'chinese', 'italian', 'burger']",['sandwich'],fast food; north indian; continental; chinese; italian; burger,sandwich
198,235,Best Belgian Waffle,350,3.6,"Waffle, Desserts, Beverages

₹350 for two",,,,,,,,,,,0,,,,,,,0.72,0.5,0.0,0.463,"['waffle', 'desserts']",waffle; desserts,['desserts'],['waffle'],desserts,waffle
199,236,Khandeshi Tadka,650,3.6,"Maharashtrian, Mughlai, Biryani

₹650 for two",,,,,,,,,,,0,,,,,,,0.72,0.5,0.0,0.463,"['maharashtrian', 'mughlai']",maharashtrian; mughlai,"['maharashtrian', 'mughlai']",[],maharashtrian; mughlai,
200,237,Cafe Close 2 Sky,400,3.4,"Sandwich, Pizza, Fast Food, Burger, Pasta, Street Food, Beverages

₹400 for two",,,,,,,,,,,0,,,,,,,0.68,0.5,0.0,0.447,"['sandwich', 'pizza', 'fast food', 'burger', 'pasta', 'street food']",sandwich; pizza; fast food; burger; pasta; street food,"['pizza', 'fast food', 'burger']","['sandwich', 'pasta', 'street food']",pizza; fast food; burger,sandwich; pasta; street food
201,238,The Incognito Nitery,250,3.4,"Chinese, Sandwich, Pasta, Fast Food, Street Food, Beverages

₹250 for two",,,,,,,,,,,0,,,,,,,0.68,0.5,0.0,0.447,"['chinese', 'sandwich', 'pasta', 'fast food', 'street food']",chinese; sandwich; pasta; fast food; street food,"['chinese', 'fast food']","['sandwich', 'pasta', 'street food']",chinese; fast food,sandwich; pasta; street food
202,239,The Burger Company,200,3.4,"Burger, Pizza, Fast Food

₹300 for two",,,,,,,,,,,0,,,,,,,0.68,0.5,0.0,0.447,"['burger', 'pizza']",burger; pizza,"['burger', 'pizza']",[],burger; pizza,
203,240,Sheetal Pure Veg,950,3.3,"Maharashtrian, North Indian, Chinese, Continental, Salad, Pizza, Mexican, Beverages

₹950 for two",,,,,,,,,,,0,,,,,,,0.66,0.5,0.0,0.439,"['maharashtrian', 'north indian', 'chinese', 'continental', 'salad', 'pizza', 'mexican']",maharashtrian; north indian; chinese; continental; salad; pizza; mexican,"['maharashtrian', 'north indian', 'chinese', 'continental', 'pizza']","['salad', 'mexican']",maharashtrian; north indian; chinese; continental; pizza,salad; mexican
204,76,Circle Of Crust,500,4.1,"Pizza, Fast Food, Cafe, Desserts, Shake

₹500 for two",pizza was served cold.... taste was bad,1.0,Cold and bad taste,4.0,,,,,,,2,-0.999783218,-0.999798477,,,,-0.999790847,0.82,0.000104576,0.4,0.428036602,"['pizza', 'fast food', 'cafe', 'desserts']",pizza; fast food; cafe; desserts,"['pizza', 'fast food', 'cafe', 'desserts']",[],pizza; fast food; cafe; desserts,
205,80,Bell Bottom Family Resto And Lounge,500,4.0,"North Indian, Kebab, Chinese, Seafood, Street Food

₹500 for two",The chicken chilly and chicken crispy tasted of detergent powder.,4.0,"inedible, worst , no taste, no authentic preparation",3.0,,,,,,,2,-0.942708611,-0.999742806,,,,-0.971225709,0.8,0.014387146,0.4,0.425035501,"['north indian', 'kebab', 'chinese', 'seafood']",north indian; kebab; chinese; seafood,"['north indian', 'chinese', 'seafood']",['kebab'],north indian; chinese; seafood,kebab
206,241,Yana Sizzlers And Wok,1800,3.1,"Chinese, Asian, Jamaican, BBQ, Seafood, Salad, Desserts, Beverages

₹1,800 for two",,,,,,,,,,,0,,,,,,,0.62,0.5,0.0,0.423,"['chinese', 'asian', 'jamaican', 'bbq', 'seafood', 'salad', 'desserts']",chinese; asian; jamaican; bbq; seafood; salad; desserts,"['chinese', 'asian', 'seafood', 'desserts']","['jamaican', 'bbq', 'salad']",chinese; asian; seafood; desserts,jamaican; bbq; salad
